Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,Harm Score,Divestment (Y/N),Annual Revenues (Mn) - original,Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,description,Thumbnails,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other ,Tags
Appriss (formerly Vine),Y,KY,834,1994,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",Data & Information Systems,Corrections Data Systems,,,,,$148.0,$148.00,2018,,,,,,https://appriss.com/,http://www.ijis.org/?page=Member_List,,,PrivCo (www.privco.com),,
APPRO Technology,Y,Taiwan,,1993,,Daniel Kim,,,8281-TW,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,,,,,12,checked,$2.2,$2.20,2019,,,,,,http://www.approtech.com/,http://ajaproductserviceresource.com/,,,FactSet,,
Aptan Corporation,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,,,,,,,,,,https://www.nationalcia.org/corporate-members,,See corrections source,,https://www.linkedin.com/company/aptan-corp/,
APW Wyott,Y,TX,,1983,2007,,,Standex,SXI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,7,,,,,,,Acquired by Standex in 2007 for $84 M,,,http://www.apwwyott.com/,http://correctionsmarketplace.com/,,,,http://ir.standex.com/press-release/general/standex-acquires-associated-american-industries,
AQR Capital Management,Y,CT,880,1998,,,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,checked,"$1,000.0","$1,000.00",2018,,,,,,https://www.aqr.com/,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,,,PrivCo (www.privco.com),,
Aqua America,Y,PA,1530,1886,,Christopher H. Franklin ,,,WTR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,,,,,6,,$889.7,$889.70,2019,,,"Operates using various local subsidiaries, including Aqua Ohio",,,https://www.aquaamerica.com/,OH DRC Spending,,,FactSet,,
Aqua-Aerobic Systems,Y,IL,,1969,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.aqua-aerobic.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004078-T.pdf,,,,,
AquaRecycle,Y,GA,,2004,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,,,,,,,,,,,,,,,http://www.aquarecycle.com/,See website,,,,,
Aquawing Ozone Laundry Systems,Y,NH,,1993,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.aquawingozone.com/,See website,,,,,
AqueoUS Vets,Y,CA,,2014,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,,,,,,,http://www.aqueousvets.com/,California Spending Data - 2018,,,,,
Aramark,Y,PA,260500,1959,,John J. Zillmer,,,ARMK,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,Food & Commissary,Commissary,checked,checked,14,checked,"$16,227.3","$16,227.30",2019,,"$181,413.6",,,,http://www.aramark.com/,https://www.aramark.com/industries/business-government/correctional-facilities,https://worthrises.org/immigration,https://www.motherjones.com/crime-justice/2020/01/alameda-santa-rita-jail-aramark-unpaid-wages-lawsuit/,FactSet,https://www.wsj.com/market-data/quotes/ARMK/financials/annual/income-statement,
ARC Abatement,Y,TX,330,1990,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,$40.0,$40.00,2018,,,,,,http://www.arcabatement.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
ARC Aspicio,Y,VA,75,2004,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,checked,,,,$25.0,$25.00,2018,,,,,,http://www.arcaspicio.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Archer Funeral Home,Y,FL,,1972,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,,,,,,,,,http://www.archerfuneralhome.com/who-we-are/history-and-staff,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,,
Archer Medical Diagnostic Testing,Y,NY,,2004,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Other,,,,,,,,,,,,,,,http://www.archer-medical.com/,NYS DOCCS Spending,,,,,
Architects Hawaii Limited,Y,HI,88,1946,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,$21.1,$21.10,2018,,,,,,http://www.ahldesign.com/,http://gracehebert.com/files/news/Correctional_News_2015_Architect_List.pdf,,,PrivCo (www.privco.com),,
Archonix Systems,N,NJ,,2003,2013,,Platinum Equity,Aventiv Techologies/Securus Technologies,,Tier 2 - Investment Firm-Owned,Data & Information Systems,Corrections Data Systems,Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,13,checked,,,,checked,,Acquired by Securus in 2013,,,,See other source,,,,http://www.prnewswire.com/news-releases/securus-technologies-inc-announces-acquisition-of-archonix-systems-LLC-232351021.html,
Arconas Corporation,Y,ON,,1972,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.arconas.com,https://www.arconas.com/spaces/courthouse-furnishings/,,,,,
Arctic Food Equipment,Y,MO,,1994,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://arcticfoodInc.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003741-T.pdf,,,,,
Ardent Management Consulting ,Y,OK,,2006,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,,,,,,,,,https://www.ardentmc.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,,
Area Portable Services (dba Area Restroom Solutions),Y,CA,,2006,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://areaportableservices.com/,California Spending Data - 2018,,,,,
Ares,Y,CA,800,1992,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,$112.0,$112.00,2018,,,,,,http://www.arescorporation.com/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,,,PrivCo (www.privco.com),,
Ares Management,Y,NY,1200,1997,,Michael Arougheti,,,ARES,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,Equity/Debt Investor,,,,,12,checked,"$1,765.4","$1,765.40",2019,,,,,,https://www.aresmgmt.com/,See Convirgent Technologies ,,,FactSet,,
Argyle Percision (formerly Peterson Detention Inc (PDI)),Y,CA,,,2008,,,Argyle Security,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,checked,,Acquired by Argyle Security in 2008 as part of three company acquisition for $14 M,,,http://www.pdidet.com/,See website,,,,https://www.businesswire.com/news/home/20080108005533/en/Argyle-Security-Continues-Integrated-Strategic-Buildup-Announcement,
Argyle Security (formerly ISI Security),Y,TX,243,1990,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$38.7,$38.70,2017,,,,,,http://www.isisecurity.com/,http://www.isisecurity.com/markets/detention/,,,http://correctionalnews.com/wp-content/uploads/2017/11/DEC_Report_17.pdf,,
Aristotle Capital Management,Y,CA,119,,,,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,checked,,,,,,,,,https://www.aristotlecap.com/,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,,,,,
ARKRAY USA,Y,MN,220,1969,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,$120.0,$120.00,2018,,,,,,https://www.arkrayusa.com/,http://ajaproductserviceresource.com/,,,PrivCo (www.privco.com),,
Armament Systems & Procedures,Y,WI,,1976,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,https://www.asp-USA.com/,See website,,,,,
Armko Industries,Y,TX,,1983,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,,,,,,,,,http://www.armko.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,,,,,
Armor Correctional Health Services,N,FL,1800,2004,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Healthcare,Mental Health Services,checked,,,,$190.0,$190.00,2018,checked,"$184,500.0",,,,http://www.armorcorrectional.com/,See website,https://worthrises.org/immigration,,PrivCo (www.privco.com),,
Armor Holdings,N,FL,,1996,2007,,,BAE Systems,BA-GB,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Equipment,,,,,15,checked,,,,checked,,Acquired by BAE Systems in 2007 for $4.1B,,,,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,,,,https://www.businesswire.com/news/home/20070731006088/en/BAE-Systems-Completes-Acquisition-Armor-Holdings,
Armorpur,Y,NJ,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.armorpur.com/,https://www.armorpur.com/aboutus.sc,,,,,
Armortex,Y,TX,,1980,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,Security Equipment,,,,,,,,,,,,,,,https://www.armortex.com/,https://www.armortex.com/about/,,,,,
Arms Acres,Y,NY,,1982,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,Outpatient Programs,Healthcare,Substance Abuse Treatment,,,,,,,,,,,,,http://www.armsacres.com/,NYS DOCCS Spending,,,,,
Arnamy,Y,FL,,2007,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,,,,,,,https://www.arnamy.com/,FL DOC Spending,,,,,
Arnold Oil Company Of Austin,Y,TX,360,1977,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Maintenance Services,,,,,,,$550.0,$550.00,2018,,,,,,http://www.arnoldoil.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
Arnot Medical Services,Y,NY,,,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,,,,,,,,,https://www.arnothealth.org/,NYS DOCCS Spending,,,,,
Arrington Watkins,Y,AZ,,1994,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,,,,,,,,,http://www.awarch.com/,http://www.awarch.com/portfolio/public-safety/law-enforcement-stations/,,,,,
Arrow Electronics,Y,CO,20100,1935,,Michael J. .Long,,,ARW,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,9,,"$28,665.2","$28,665.20",2019,,,,,,https://www.fiveyearsout.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,FactSet,,
Arrow Restaurant Equipment,Y,CA,,1980,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,http://www.arrowreste.com/,http://www.arrowreste.com/aboutus.asp,,,,,
ARS Aleut Construction,Y,VA,,2013,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,checked,,,,,,,,,,,,https://www.arsaleutconstruction.com/,,GovSpend,,,,
Arsenal Capital Partners,Y,NY,,2000,,Jeff Oravitz,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,checked,,,,,,,,,https://www.arsenalcapital.com/,See Cyalume Technologies,,,,,
Artec Group,Y,FL,,1991,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,,,,,,,http://theartecgroup.com/,http://ajaproductserviceresource.com/,,,,,
Art's Way Manufacturing,Y,IA,88,1956,,Carrie Gunnerson,,,ARTW,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,7,,$22.9,$22.90,2019,,,,,,http://www.artsway-mfg.com/,See Art's Way Scientific,,,FactSet,,
Art's Way Scientific,Y,IA,118,1956,,,,Art's Way Manufacturing,ARTW,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,7,,,,,,,Created as specialty subsidiary,,,http://www.artsway-scientific.com/,http://www.itemonline.com/news/local_news/tdcj-pigs-but-not-inmates-get-air-conditioning/article_7127cd-391e-52bc-9ad1-abd19f233184.html,,,,www.artsway-mfg.com/press_release_20130702/,
Arwood Waste,Y,FL,,1984,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,,,,,,,http://www.arwoodwaste.com/,http://www.dc.state.fl.us/business/contracts/,,,,,
Ascend Homecare,Y,NJ,,1995,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,,,,,,,,,http://www.ascendhealth.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,,
Asel Art Supply,Y,TX,80,1951,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$42.0,$42.00,2018,,,,,,http://www.aselart.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
Ashby Associates Software,Y,AZ,,1999,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,,,,,,,http://www.ashbyassociatessoftware.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%20Office%20Puchase%20Orders,,,,,
Ashley Worldwide,Y,IN,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,,https://facts.fldfs.com/Search/PurchaseOrderDetails.aspx?AgencyId=700000&PONo=A90ADA&Tab=1,,,,,
ASI Storage Solutions,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://asistorage.com/,https://asistorage.com/featured-projects/,,,,,
Aspect Technology & Equipment,Y,TX,,1991,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,,,,,,,http://aspecttechnology.com/,http://ajaproductserviceresource.com/,,,,,
Aspen Education Group,Y,CA,,1997,2015,,,Acadia Healthcare/CRC Health Corporation,ACHC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Community Corrections,Residential Programs,Programs & Labor,"Education Services, Materials, & Technology",,,12,checked,$150.0,$150.00,2006,,,Acquired by CRC in 2006 for $280 M; Acquired by Acadia as part of CRC Healthcare in 2015 for $1.18 B,,,http://aspeneducation.crchealth.com/,See website,,,https://venturebeat.com/2006/10/02/crc-health-buys-education-assistance-co-aspen-education/,http://www.bendbulletin.com/slideshows/1548417-151/ever-unconventional-long-controversial,
Assa Abloy,Y,Sweden,47500,1994,,Nico Delvaux,,,ASSA.B-SE,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,14,checked,"$9,763.8","$9,763.80",2019,,,Financials converted from SEK,,,https://www.assaabloy.com/,"See Ceco Door, Security Metal, Fleming",,,FactSet,https://www.assaabloy.com/Global/Investors/Annual-Report/2019/EN/Annual%20report%202019.pdf,
Asset Protection and Security Services,Y,TX,850,1994,,,,,,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,,,checked,,,,$130.0,$130.00,2018,,,,,,https://www.asset-security-pro.com/,,https://www.usaspending.gov/#/award/23822640,,PrivCo (www.privco.com),,
AssetWorks,Y,PA,,1991,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.assetworks.com/,TDCJ Spending,,,,,
Assured Guaranty,Y,Bermuda,,,,Dominic J. Frederico,,,AGO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,Equity/Debt Investor,,,,,13,checked,$921.0,$921.00,2019,,,,,,http://assuredguaranty.com/,See BlueMountain Capital,,,FactSet,,
Asurea Insurance Services,Y,CA,,1994,,,,,,Tier 4 - Small Privately-Owned,Financial Services,Other,,,,,,,,,,,,Law enforcement retirement plans,,,https://www.asurea.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,,,,,
At Your Service Heating & Cooling,Y,MD,,2013,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,checked,,,,,,,,,,,,https://aysheatandcool.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,,
AT&T,Y,TX,252000,1983,,Randall Stephenson,,,T,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,9,,"$181,265.0","$181,265.00",2019,,,Exited prison telephone market when it sold National Public Market to GTL/Gores in 2005 (ran from 1998),,,https://www.att.com/,https://www.corp.att.com/public-safety/,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,FactSet,http://www.gores.com/pressreleases/gores-technology-group-llc-acquires-national-public-markets-from-att-corporation/,
ATC Healthcare Services,Y,NY,1200,1982,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Personnel,Third Party Staffing,,,,,$72.0,$72.00,2018,,,,,,https://atchealthcare.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,PrivCo (www.privco.com),,
ATD Capitol,Y,PA,,1931,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,,,,,,"Recent merger of ATD-American, AdirondackDirect, and Capitol Supply ",,,https://www.atd.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004188-T.pdf,,See corrections source,,https://www.atd-american.com/correctional,
Athena Advanced Networks,Y,OR,,2010,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,,,,,,,http://www.athenaadvancednetworks.com/,http://www.athenaadvancednetworks.com/our-clients/,,,,,
Atkinson Candy,Y,TX,250,2010,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,,,,,,,$43.0,$43.00,2018,,,,,,https://atkinsoncandy.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%20Office%20Puchase%20Orders,,,PrivCo (www.privco.com),,
Atkore International,Y,IL,,2010,,William E. Waltz,,,ATKR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,,,,,6,,"$1,916.5","$1,916.50",2019,,,,,,http://www.atkore.com/,http://www.razorribbon.com/,,,FactSet,,
Atlantic Beverage Co (formerly JM Catering),Y,NJ,,1974,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,Food & Commissary,Vending Machines,,,,,,,,,,,,,http://atlanticbeverageco.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%20Office%20Puchase%20Orders,,,,,
Atlantic Coast Cotton,Y,VA,170,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,$36.0,$36.00,2018,,,,,,https://orderacc.com,https://www.nationalcia.org/corporate-members,,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),,
Atlantic Diving Supply (ADS),Y,VA,,1997,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,checked,,,,,,,,,,,,https://adsinc.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,,
Atlantic Safety Products,Y,NH,,1987,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,,,,,,,,,,,,,,,http://www.atlanticsafetyproducts.com/,http://www.atlanticsafetyproducts.com/news/we-would-like-to-welcome-john-smith/default.aspx,,,,,
Atlantic Shores Healthcare,N,FL,,1997,2005,,,"GEO Group, The",GEO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Community Corrections,Day Reporting Center,Community Corrections,Electronic Monitoring,,,13,checked,,,,checked,,Renamed GEO Care in 2005,,,,See other source,,,,https://www.biospace.com/article/releases/the-b-geo-group-inc-b-announces-name-change-of-its-subsidiary-b-atlantic-shores-healthcare-inc-b-to-b-geo-b-/,
Atlantic Street Capital Management,Y,CT,40,2006,,Peter Shabecoff,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,6,,,,,,,,,,http://www.atlanticstreetcapital.com/,See Lombart Instruments,,,,,
Atlantic Tactical,Y,PA,,1972,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,checked,,,,,https://www.atlantictactical.com/,NYS DOCCS Spending,,,,,
Atlantic Textiles,Y,,,1993,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,,,,,,,,,,TDCJ Spending,,See corrections source,,,
Atlas Partners,Y,Canada,28,2012,,Andrew Sheiner,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,9,,,,,,,,,,https://altas.com/,See Tecta America,,,,https://www.wsj.com/articles/altas-partners-to-buy-tecta-america-from-oncap-1540837251,
Atmos Energy,Y,TX,4565,1906,,Kevin Akers,,,ATO-FR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,,,,,6,,"$12,572.4","$12,572.40",2019,,,,,,https://www.atmosenergy.com/,TDCJ Spending,,,FactSet,,
Atos,Y,France,100000,1997,,Elie Girard,,,AEXAY,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,,,,,9,,"$11,588.0","$11,588.00",2019,,,Financials converted from EUR,,,https://atos.net/en/industries/telecommunications,https://atos.net/en/convergence-creators/industries/public-safety-security,,,FactSet,https://www.majorcitieschiefs.com/sponsors.php,
ATS Armor,Y,AZ,,2015,,,,Achilles Technology Solutions,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,Product brand,,,http://www.atsarmor.com/,See website,,,,,
Attenti (formerly 3M Electronic Monitoring),Y,Israel,265,1990,2017,Boaz Raviv,Apax Partners,,,Tier 2 - Investment Firm-Owned,Community Corrections,Electronic Monitoring,,,,,13,checked,$95.0,$95.00,2017,checked,,Acquired by Apax for $200 M; Renamed from prior to 3M acquisition; Revenue down from $100M in 2010 when acquired company for $230M,,,http://www.3m.com/3M/en_US/public-safety-us/,See website,,,http://www.apax.com/news/apax-news/2017/funds-advised-by-apax-partners-to-acquire-3m%E2%80%99s-electronic-monitoring-business/,https://www.haaretz.com/1.5107827,
Auburn Pharmaceutical,Y,MI,105,1993,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Pharmacy,,,,,,,$92.0,$92.00,2018,,,,,,https://www.auburngenerics.com/,NYS DOCCS Spending,,,PrivCo (www.privco.com),,
Audax Group,Y,MA,250,1999,,Geoffrey Rehnert,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,9,,,,,,,,,,https://www.audaxgroup.com/,See Chase Industries,,,,,
Audio-Video Corp,Y,NY,120,1946,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,$44.0,$44.00,2018,,,,,,http://www.audiovideocorp.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
Aurora Systems Consulting,Y,CA,,1990,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,,,,,,,https://www.aurorait.com/,California Spending Data - 2018,,,,,
Autoclear,Y,NJ,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,http://a-clear.com/,http://correctionsmarketplace.com/,,,,,
Automated Access,Y,CA,,1989,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.automatedaccessinc.net/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,,,,,
Automated Breathalyzer Koisk,Y,MN,,,,,,Precision Kiosk Technologies,,Tier 4 - Small Privately-Owned,Healthcare,Substance Abuse Treatment,,,,,,,,,,,,Product brand,,,http://www.abkiosk.com/,See website,,,,,
Automation Displays,Y,WI,,1971,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.adipanel.com/,http://correctionsmarketplace.com/,,,,,
Automation Integrated,Y,OK,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,,,,,,,https://www.ai-sys.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004063-T.pdf,,,,,
